00.1	00	-00.1501	-00.4365	-1.1025	0	01	+00.2929	+00.0064	-0.7591	0	02	-00.2543	+00.1077	+1.0239	0	03	+00.1553	+00.3239	-2.7757	0	04	-00.2685	-00.3474	+2.6883	0	05	-00.0850	-00.2547	-0.0809	0	06	-00.0551	+00.4013	+2.5871	0	07	+00.1163	-00.0824	+1.1137	0	08	+00.2609	+00.2638	-1.5363	0	09	-00.0720	+00.2903	-2.4351	0	10	-00.3659	-00.2302	-0.1122	0	11	+00.3155	+00.1392	+0.4411	0	12	+00.2522	-00.1495	-1.0661	0	13	-00.2583	-00.3016	-1.8109	0	14	+00.1698	-00.1605	+1.2916	0	15	+00.3915	+00.1982	+2.8268	0	16	+00.2055	+00.3179	+2.9222	0	17	-00.0980	+00.1080	-0.0111	0	18	+00.2609	+00.0752	+2.2193	0	19	-00.3344	-00.0292	+1.8097	0	20	+00.0661	-00.4338	-0.6608	0	21	+00.3204	+00.0873	-1.1068	0	22	-00.0616	-00.3691	+0.9283	0	23	-00.1501	-00.1552	-1.9517	0
0002	00	-00.1347	-00.4428	+0.3819	0	01	+00.2965	-00.0108	-1.6230	0	02	-00.2515	+00.1256	+1.3460	0	03	+00.1374	+00.3202	+3.1227	0	04	-00.2853	-00.3442	+2.5313	0	05	-00.0666	-00.2548	-0.0023	0	06	-00.0683	+00.4137	+2.2729	0	07	+00.1291	-00.0694	+0.7210	0	08	+00.2614	+00.2457	-1.9997	0	09	-00.0871	+00.2821	+3.1412	0	10	-00.3475	-00.2296	+0.0449	0	11	+00.3316	+00.1483	+0.5196	0	12	+00.2574	-00.1671	-1.3018	0	13	-00.2624	-00.3121	-1.8894	0	14	+00.1694	-00.1423	+1.6136	0	15	+00.3733	+00.2012	+2.9839	0	16	+00.1879	+00.3233	+2.8436	0	17	-00.0798	+00.1105	+0.1460	0	18	+00.2447	+00.0786	-2.5795	0	19	-00.3479	-00.0189	+2.9093	0	20	+00.0815	-00.4440	-0.5823	0	21	+00.3274	+00.0702	-1.1854	0	22	-00.0507	-00.3542	+0.9990	0	23	-00.1621	-00.1690	-2.3444	0
0004	00	-00.1242	-00.4271	+1.1752	0	01	+00.2955	-00.0307	-1.6230	0	02	-00.2441	+00.1442	+1.1810	0	03	+00.1184	+00.3260	+2.8007	0	04	-00.3020	-00.3332	+2.5313	0	05	-00.0466	-00.2548	-0.0023	0	06	-00.0833	+00.4259	+2.8227	0	07	+00.1441	-00.0562	+0.7210	0	08	+00.2456	+00.2347	-2.7144	0	09	-00.1071	+00.2821	+3.1412	0	10	-00.3276	-00.2280	+0.1234	0	11	+00.3489	+00.1582	+0.5196	0	12	+00.2628	-00.1863	-1.1525	0	13	-00.2661	-00.3311	-1.7323	0	14	+00.1728	-00.1227	+1.3701	0	15	+00.3536	+00.2044	+2.9839	0	16	+00.1683	+00.3269	+3.0007	0	17	-00.0600	+00.1134	+0.1460	0	18	+00.2380	+00.0612	-1.6292	0	19	-00.3674	-00.0143	+2.9093	0	20	+00.1002	-00.4489	-0.0325	0	21	+00.3349	+00.0516	-1.1854	0	22	-00.0434	-00.3357	+1.3210	0	23	-00.1752	-00.1840	-2.2658	0
0006	00	-00.1161	-00.4088	+1.0966	0	01	+00.2947	-00.0507	-1.5445	0	02	-00.2362	+00.1625	+1.1025	0	03	+00.0995	+00.3327	+2.8007	0	04	-00.3184	-00.3217	+2.5313	0	05	-00.0275	-00.2602	-0.3165	0	06	-00.1023	+00.4322	+2.8227	0	07	+00.1581	-00.0419	+0.7996	0	08	+00.2274	+00.2265	-2.7930	0	09	-00.1271	+00.2832	+3.0627	0	10	-00.3077	-00.2260	+0.0449	0	11	+00.3663	+00.1682	+0.5196	0	12	+00.2710	-00.2045	-1.1447	0	13	-00.2693	-00.3509	-1.7323	0	14	+00.1778	-00.1036	+0.9067	0	15	+00.3338	+00.2075	+2.9839	0	16	+00.1485	+00.3270	-3.0469	0	17	-00.0402	+00.1163	+0.1460	0	18	+00.2368	+00.0412	-1.6292	0	19	-00.3865	-00.0087	+2.8308	0	20	+00.1169	-00.4399	+0.7529	0	21	+00.3425	+00.0331	-1.1854	0	22	-00.0384	-00.3164	+1.3210	0	23	-00.1880	-00.1993	-2.2658	0
0008	00	-00.1070	-00.3910	+1.0966	0	01	+00.2973	-00.0705	-1.3874	0	02	-00.2272	+00.1803	+1.1025	0	03	+00.0806	+00.3369	-3.0898	0	04	-00.3335	-00.3088	+2.3742	0	05	-00.0080	-00.2645	-0.1594	0	06	-00.1216	+00.4373	+2.9012	0	07	+00.1720	-00.0276	+0.8702	0	08	+00.2086	+00.2196	-2.7930	0	09	-00.1458	+00.2897	+2.6779	0	10	-00.2877	-00.2251	-0.0258	0	11	+00.3834	+00.1785	+0.5981	0	12	+00.2793	-00.2228	-1.1447	0	13	-00.2725	-00.3706	-1.7323	0	14	+00.1932	-00.0910	+0.6633	0	15	+00.3141	+00.2107	+2.9839	0	16	+00.1286	+00.3251	-3.0469	0	17	-00.0209	+00.1211	+0.3031	0	18	+00.2357	+00.0213	-1.6292	0	19	-00.4056	-00.0026	+2.8308	0	20	+00.1314	-00.4262	+0.8236	0	21	+00.3500	+00.0146	-1.1854	0	22	-00.0324	-00.2973	+1.2425	0	23	-00.2006	-00.2144	-2.5800	0
0010	00	-00.0979	-00.3732	+1.0966	0	01	+00.3009	-00.0901	-1.3874	0	02	-00.2147	+00.1958	+0.8669	0	03	+00.0606	+00.3373	+3.1148	0	04	-00.3489	-00.2960	+2.4527	0	05	+00.0117	-00.2677	-0.1594	0	06	-00.1411	+00.4405	-2.8400	0	07	+00.1814	-00.0101	+1.1137	0	08	+00.1906	+00.2113	-2.6359	0	09	-00.1521	+00.3062	+1.1071	0	10	-00.2686	-00.2273	-0.1122	0	11	+00.4011	+00.1874	+0.2918	0	12	+00.2876	-00.2410	-1.1447	0	13	-00.2630	-00.3855	-0.1694	0	14	+00.2089	-00.0786	+0.6633	0	15	+00.2943	+00.2138	+2.9839	0	16	+00.1087	+00.3232	-3.0469	0	17	-00.0023	+00.1285	+0.3816	0	18	+00.2351	+00.0013	-1.5507	0	19	-00.4246	+00.0035	+2.8308	0	20	+00.1449	-00.4115	+0.8314	0	21	+00.3575	-00.0040	-1.1854	0	22	-00.0259	-00.2784	+1.2425	0	23	-00.2182	-00.2224	-2.7371	0
0012	00	-00.0887	-00.3554	+1.0966	0	01	+00.3046	-00.1098	-1.3874	0	02	-00.2019	+00.2112	+1.0946	0	03	+00.0406	+00.3378	+3.1148	0	04	-00.3631	-00.2824	+1.9108	0	05	+00.0305	-00.2734	-0.5521	0	06	-00.1515	+00.4253	-1.8112	0	07	+00.1864	+00.0085	+1.7420	0	08	+00.1731	+00.2016	-2.6359	0	09	-00.1355	+00.3130	-0.1574	0	10	-00.2678	-00.2284	-0.1122	0	11	+00.4206	+00.1916	+0.0562	0	12	+00.2943	-00.2597	-1.3018	0	13	-00.2454	-00.3780	+0.6239	0	14	+00.2254	-00.0673	+0.5847	0	15	+00.2746	+00.2169	+2.9839	0	16	+00.0887	+00.3228	-3.1254	0	17	+00.0163	+00.1359	+0.3816	0	18	+00.2309	-00.0172	-2.4853	0	19	-00.4437	+00.0097	+2.8308	0	20	+00.1568	-00.3955	+1.0670	0	21	+00.3650	-00.0225	-1.1854	0	22	-00.0195	-00.2595	+1.2425	0	23	-00.2169	-00.2298	+2.9178	0
0014	00	-00.0920	-00.3379	+2.5810	0	01	+00.3082	-00.1294	-1.3874	0	02	-00.1942	+00.2296	+1.1810	0	03	+00.0206	+00.3383	+3.1148	0	04	-00.3655	-00.2627	+1.6673	0	05	+00.0473	-00.2842	-0.6306	0	06	-00.1551	+00.4056	-1.7326	0	07	+00.1830	+00.0283	+1.7420	0	08	+00.1544	+00.1950	-2.8715	0	09	-00.1156	+00.3119	-0.0003	0	10	-00.2650	-00.2280	-0.3478	0	11	+00.4344	+00.1804	-1.5146	0	12	+00.2996	-00.2790	-1.3018	0	13	-00.2313	-00.3641	+0.8595	0	14	+00.2421	-00.0563	+0.5847	0	15	+00.2548	+00.2201	+2.9839	0	16	+00.0687	+00.3225	-3.1254	0	17	+00.0348	+00.1434	+0.3816	0	18	+00.2127	-00.0162	+2.6119	0	19	-00.4626	+00.0159	+2.6030	0	20	+00.1648	-00.3773	+1.2241	0	21	+00.3725	-00.0410	-1.1854	0	22	-00.0126	-00.2408	+1.0854	0	23	-00.2147	-00.2300	+2.9178	0
0016	00	-00.1106	-00.3394	-2.7518	0	01	+00.3119	-00.1491	-1.3874	0	02	-00.1866	+00.2481	+1.1810	0	03	+00.0006	+00.3389	+3.1148	0	04	-00.3701	-00.2434	+1.9736	0	05	+00.0646	-00.2938	-0.3950	0	06	-00.1583	+00.3859	-1.7326	0	07	+00.1790	+00.0478	+1.8206	0	08	+00.1349	+00.1912	-3.1071	0	09	-00.0956	+00.3119	-0.0003	0	10	-00.2632	-00.2299	-0.3478	0	11	+00.4232	+00.1666	-2.9362	0	12	+00.3034	-00.2985	-1.3096	0	13	-00.2181	-00.3492	+0.7810	0	14	+00.2587	-00.0453	+0.5847	0	15	+00.2351	+00.2233	+2.8347	0	16	+00.0509	+00.3288	+2.3724	0	17	+00.0534	+00.1508	+0.3816	0	18	+00.1955	-00.0061	+2.6119	0	19	-00.4677	+00.0329	+1.0322	0	20	+00.1716	-00.3585	+1.2241	0	21	+00.3801	-00.0596	-1.1854	0	22	-00.0033	-00.2231	+1.0854	0	23	-00.2128	-00.2318	+2.9178	0
0018	00	-00.1291	-00.3470	-2.7518	0	01	+00.3155	-00.1688	-1.3874	0	02	-00.1789	+00.2665	+1.0239	0	03	-00.0194	+00.3394	+3.1148	0	04	-00.3862	-00.2360	-2.7388	0	05	+00.0826	-00.3024	-0.6306	0	06	-00.1615	+00.3661	-1.7326	0	07	+00.1722	+00.0666	+1.9776	0	08	+00.1151	+00.1934	+3.0190	0	09	-00.0757	+00.3121	+0.2274	0	10	-00.2598	-00.2324	-0.7327	0	11	+00.4036	+00.1625	-2.9362	0	12	+00.3080	-00.3175	-1.8437	0	13	-00.2039	-00.3351	+0.7810	0	14	+00.2754	-00.0342	+0.5847	0	15	+00.2179	+00.2332	+2.5912	0	16	+00.0366	+00.3427	+2.3724	0	17	+00.0720	+00.1583	+0.3816	0	18	+00.1815	+00.0079	+2.2978	0	19	-00.4507	+00.0382	-0.3108	0	20	+00.1771	-00.3393	+1.3027	0	21	+00.3876	-00.0781	-1.1854	0	22	+00.0061	-00.2054	+1.0854	0	23	-00.2125	-00.2325	+2.8393	0
